| pieza | lineas | palabras | que es | clase |
| R37 | L81 | 46 | entrada de glosario, termino NAV: NAV OR NAV/OPS Navigator or navigator/operations officer. On | RESIDUO: entrada de glosario |
| R38 | L83 | 26 | entrada de glosario, termino NAVSUPE: NAVSUPE Navigation supervisor. A senior enlisted or junior o | RESIDUO: entrada de glosario |
| R39 | L85 | 25 | entrada de glosario, termino NJP: NJP Nonjudicial punishment. A form of military justice that  | RESIDUO: entrada de glosario |
| R40 | L87 | 17 | entrada de glosario, termino NUKES: NUKES Nuclear-trained enlisted men. Nukes operated the propu | RESIDUO: entrada de glosario |
| R41 | L89 | 26 | entrada de glosario, termino OOD: OOD Officer of the deck. The watch officer responsible for d | RESIDUO: entrada de glosario |
| R42 | L91 | 32 | entrada de glosario, termino ORSE: ORSE Operational Reactor Safeguards Examination. A crucible  | RESIDUO: entrada de glosario |
| R43 | L93 | 15 | entrada de glosario, termino PACE: PACE Program for Afloat College Education. A Navy program fo | RESIDUO: entrada de glosario |
| R44 | L95 | 17 | entrada de glosario, termino PCO: PCO Prospective commanding officer. An officer in the traini | RESIDUO: entrada de glosario |
| R45 | L97 | 31 | entrada de glosario, termino PD: PD Periscope depth. A depth shallow enough for the periscope | RESIDUO: entrada de glosario |
| R46 | L99 | 4 | entrada de glosario, termino PNA: PNA “Passed, not advanced.” | RESIDUO: entrada de glosario |
| R47 | L101 | 10 | entrada de glosario, termino POD: POD Plan of the day. Daily schedule and administrative notic | RESIDUO: entrada de glosario |
| R48 | L103 | 39 | entrada de glosario, termino POMCERT: POMCERT Certification for deployment. A key milestone to all | RESIDUO: entrada de glosario |
| R49 | L105 | 39 | entrada de glosario, termino PORT/STARBOARD: PORT/STARBOARD Said of watch station if there are only two p | RESIDUO: entrada de glosario |
| R50 | L107 | 21 | entrada de glosario, termino PRT: PRT Provincial Reconstruction Team. Civilian-military team c | RESIDUO: entrada de glosario |
| R51 | L109 | 31 | entrada de glosario, termino QMOW: QMOW Quartermaster of the watch. The watch stander responsib | RESIDUO: entrada de glosario |
| R52 | L111 | 26 | entrada de glosario, termino RHIB: RHIB Rigid hull inflatable boat. The type of small boat that | RESIDUO: entrada de glosario |
| R53 | L113 | 32 | entrada de glosario, termino SCOPE: SCOPE Periscope. Santa Fe had two periscopes: an “attack” sc | RESIDUO: entrada de glosario |
| R54 | L115 | 18 | entrada de glosario, termino SCUTTLEBUTT: SCUTTLEBUTT Rumor, gossip. The scuttlebutt is actually a wat | RESIDUO: entrada de glosario |
| R55 | L117 | 15 | entrada de glosario, termino SSBN: SSBN Naval designation for a nuclear-powered ballistic missi | RESIDUO: entrada de glosario |
| R56 | L119 | 17 | entrada de glosario, termino SSM: SSM Ship System Manual. Book of procedures for how to run th | RESIDUO: entrada de glosario |
| R57 | L121 | 14 | entrada de glosario, termino SSN: SSN Naval designation for a nuclear-powered attack submarine | RESIDUO: entrada de glosario |
| R58 | L123 | 20 | entrada de glosario, termino SSORM: SSORM Standard Submarine Organization and Regulations Manual | RESIDUO: entrada de glosario |
| R59 | L125 | 53 | entrada de glosario, termino STAND-DOWN: STAND-DOWN A period of significantly reduced activity aboard | RESIDUO: entrada de glosario |
| R60 | L127 | 43 | entrada de glosario, termino STRAIT: STRAIT OF HORMUZ Strait between the Arabian Gulf and the Ara | RESIDUO: entrada de glosario |
| R61 | L129 | 54 | entrada de glosario, termino STRAIT: STRAIT OF MALACCA The five-hundred-mile-long strait between  | RESIDUO: entrada de glosario |
| R62 | L131 | 4 | entrada de glosario, termino SUBPAC: SUBPAC See COMSUBPAC, CSP. | RESIDUO: entrada de glosario |
| R63 | L133 | 42 | entrada de glosario, termino SUPPO: SUPPO Supply officer. The only nonnuclear-trained officer ab | RESIDUO: entrada de glosario |
| R64 | L135 | 63 | entrada de glosario, termino TLAM: TLAM Tomahawk land-attack missile. The Tomahawk was the prim | RESIDUO: entrada de glosario |
| R65 | L137 | 32 | entrada de glosario, termino TRE: TRE Tactical Readiness Evaluation. A comprehensive underway  | RESIDUO: entrada de glosario |
| R66 | L139 | 7 | entrada de glosario, termino UA: UA Unauthorized absence. Also known as AWOL. | RESIDUO: entrada de glosario |
| R67 | L141 | 33 | entrada de glosario, termino VLS: VLS Vertical launch system. Twelve vertical launch missile t | RESIDUO: entrada de glosario |
| R68 | L143 | 30 | entrada de glosario, termino WARDROOM: WARDROOM Dining room for the officers. It also serves as a t | RESIDUO: entrada de glosario |
| R69 | L145 | 48 | entrada de glosario, termino WEPS: WEPS Weapons officer. One of the three nuclear-trained depar | RESIDUO: entrada de glosario |
| R70 | L147 | 44 | entrada de glosario, termino XO: XO Executive officer, Exec, the second in command of a nucle | RESIDUO: entrada de glosario |
| R71 | L149 | 1 | rotulo NOTES | RESIDUO: rotulo |
| R72 | L151 | 30 | nota bibliografica 1. John M. Gibbons, “I Can’t Get No . . . Job Satisfaction, That Is” ( | RESIDUO: nota bibliografica |
| R73 | L153 | 18 | nota bibliografica 2. Mercer, “Inside Employees’ Minds: Navigating the New Rules of Engag | RESIDUO: nota bibliografica |
| R74 | L155 | 14 | nota bibliografica 3. “Employee Engagement: A Leading Indicator of Financial Performance, | RESIDUO: nota bibliografica |
| R75 | L157 | 28 | nota bibliografica 4. Skip Weisman, “Why 44% of Today’s Leaders Are Unhappy with Their Em | RESIDUO: nota bibliografica |
| R76 | L159 | 30 | nota bibliografica 5. Department of Leadership and Law, U.S. Naval Academy, Karel Montor  | RESIDUO: nota bibliografica |
| R77 | L161 | 18 | nota bibliografica 6. United States Navy Regulations, with change 1, chapter 8 (Washingto | RESIDUO: nota bibliografica |
| R78 | L163 | 19 | nota bibliografica 7. Theodore Roscoe, United States Submarine Operations in World War Tw | RESIDUO: nota bibliografica |
| R79 | L165 | 22 | nota bibliografica 8. U.S. Energy Information Administration, Independent Statistics & An | RESIDUO: nota bibliografica |
| R80 | L167 | 1 | rotulo INDEX | RESIDUO: rotulo |
| R81 | L169 | 42 | parrafo de instrucciones del indice para el lector digital | RESIDUO: nota de uso del indice |
| R82 | L171 | 3 | entrada de indice: Accountability, 37, 41 | RESIDUO: entrada de indice |
| R83 | L173 | 2 | entrada de indice: eyeball, 56 | RESIDUO: entrada de indice |
| R84 | L175 | 4 | entrada de indice: achievements, recognition of, 184-87 | RESIDUO: entrada de indice |
| R85 | L177 | 8 | entrada de indice: acting your way to new thinking, 65-68, 206 | RESIDUO: entrada de indice |
| R86 | L179 | 2 | entrada de indice: action-aversion, 46 | RESIDUO: entrada de indice |
| R87 | L181 | 12 | entrada de indice: Adams, Dave, 29, 30, 91, 96, 101, 189, 190, 208, 214, 217 | RESIDUO: entrada de indice |
| R88 | L183 | 4 | entrada de indice: coaching by, 135, 136 | RESIDUO: entrada de indice |
| R89 | L185 | 4 | entrada de indice: deployment preparation of, 188-89 | RESIDUO: entrada de indice |
| R90 | L187 | 4 | entrada de indice: long-term planning by, 190-91 | RESIDUO: entrada de indice |
| R91 | L189 | 4 | entrada de indice: schedule made by, 79 | RESIDUO: entrada de indice |
| R92 | L191 | 5 | entrada de indice: and search for Grayling, 176 | RESIDUO: entrada de indice |
| R93 | L193 | 7 | entrada de indice: in simulated battle, 86, 89, 91, 101 | RESIDUO: entrada de indice |
| R94 | L195 | 4 | entrada de indice: and torpedo problem, 127 | RESIDUO: entrada de indice |
| R95 | L197 | 4 | entrada de indice: administrative processes, 184, 186-87 | RESIDUO: entrada de indice |
| R96 | L199 | 2 | entrada de indice: advancement, 55 | RESIDUO: entrada de indice |
| R97 | L201 | 5 | entrada de indice: advancement examinations, 143, 166-68, 171 | RESIDUO: entrada de indice |
| R98 | L203 | 2 | entrada de indice: airlines, 123 | RESIDUO: entrada de indice |
| R99 | L205 | 3 | entrada de indice: Alexandria, USS, 217 | RESIDUO: entrada de indice |
| R100 | L207 | 2 | entrada de indice: ambiguity, 100 | RESIDUO: entrada de indice |
| R101 | L209 | 5 | entrada de indice: Arabian Gulf, 188, 195-97, 202 | RESIDUO: entrada de indice |
| R102 | L211 | 5 | entrada de indice: Arleigh Burke Fleet Trophy, 203 | RESIDUO: entrada de indice |
| R103 | L213 | 3 | entrada de indice: Arthur Andersen, 110 | RESIDUO: entrada de indice |
| R104 | L215 | 4 | entrada de indice: attention to detail, 120 | RESIDUO: entrada de indice |
| R105 | L217 | 2 | entrada de indice: attitude, 62 | RESIDUO: entrada de indice |
| R106 | L219 | 4 | entrada de indice: authority, 57-58, 64, 128 | RESIDUO: entrada de indice |
| R107 | L221 | 3 | entrada de indice: Aviles, Armando, 209 | RESIDUO: entrada de indice |
| R108 | L223 | 3 | entrada de indice: Barb, USS, 45 | RESIDUO: entrada de indice |
| R109 | L225 | 3 | entrada de indice: Barclay (dog), 150-51 | RESIDUO: entrada de indice |
| R110 | L227 | 3 | entrada de indice: battle plans, 41-42 | RESIDUO: entrada de indice |
| R111 | L229 | 8 | entrada de indice: “begin with the end in mind,” 192-93, 207 | RESIDUO: entrada de indice |
| R112 | L231 | 3 | entrada de indice: Beowulf, xxv, 1 | RESIDUO: entrada de indice |
| R113 | L233 | 5 | entrada de indice: Bernacchi, Mike, xxxi, 208, 217 | RESIDUO: entrada de indice |
| R114 | L235 | 3 | entrada de indice: Birmingham, USS, 12 | RESIDUO: entrada de indice |
| R115 | L237 | 3 | entrada de indice: blind obedience, 162 | RESIDUO: entrada de indice |
| R116 | L239 | 3 | entrada de indice: Blue Crew, 4-5 | RESIDUO: entrada de indice |
| R117 | L241 | 7 | entrada de indice: Board of Inspection and Survey (INSURV), 112 | RESIDUO: entrada de indice |
| R118 | L243 | 3 | entrada de indice: Bonefish, USS, 154 | RESIDUO: entrada de indice |
| R119 | L245 | 3 | entrada de indice: Bowfin, USS, 176 | RESIDUO: entrada de indice |
| R120 | L247 | 3 | entrada de indice: Bremerton, USS, 218 | RESIDUO: entrada de indice |
| R121 | L249 | 3 | entrada de indice: briefing, 138-41, 206 | RESIDUO: entrada de indice |
| R122 | L251 | 6 | entrada de indice: brief stop for personnel (BSP), 211 | RESIDUO: entrada de indice |
| R123 | L253 | 3 | entrada de indice: Brooks, Lt., 171 | RESIDUO: entrada de indice |
| R124 | L255 | 7 | entrada de indice: Built to Last (Collins and Porras), 56 | RESIDUO: entrada de indice |
| R125 | L257 | 4 | entrada de indice: call to action, 28-34 | RESIDUO: entrada de indice |
| R126 | L259 | 2 | entrada de indice: capacity, 206 | RESIDUO: entrada de indice |
| R127 | L261 | 4 | entrada de indice: captain’s mast cases, 118-19 | RESIDUO: entrada de indice |
| R128 | L263 | 3 | entrada de indice: Card, Kendall, 210 | RESIDUO: entrada de indice |
| R129 | L265 | 2 | entrada de indice: caring, 163-72 | RESIDUO: entrada de indice |
| R130 | L267 | 5 | entrada de indice: casualty drills, 130, 138, 173-75 | RESIDUO: entrada de indice |
| R131 | L269 | 2 | entrada de indice: caution, 123 | RESIDUO: entrada de indice |
| R132 | L271 | 4 | entrada de indice: certifications, 115, 138-41, 206 | RESIDUO: entrada de indice |
| R133 | L273 | 8 | entrada de indice: chain of command, 31, 72, 74, 127, 181 | RESIDUO: entrada de indice |
| R134 | L275 | 4 | entrada de indice: decision-making authority and, 161 | RESIDUO: entrada de indice |
| R135 | L277 | 4 | entrada de indice: empowered phrases and, 83-84 | RESIDUO: entrada de indice |
| R136 | L279 | 3 | entrada de indice: information in, 49 | RESIDUO: entrada de indice |
| R137 | L281 | 4 | entrada de indice: change, 51-61, 65-66, 68 | RESIDUO: entrada de indice |
| R138 | L283 | 4 | entrada de indice: chart review process, 120 | RESIDUO: entrada de indice |
| R139 | L285 | 3 | entrada de indice: checking out, 37-38 | RESIDUO: entrada de indice |
| R140 | L287 | 3 | entrada de indice: Cheyenne, USS, 218 | RESIDUO: entrada de indice |
| R141 | L289 | 7 | entrada de indice: chief of the boat (COB), 52, 148 | RESIDUO: entrada de indice |
| R142 | L291 | 6 | entrada de indice: chief of the watch (COW), 157 | RESIDUO: entrada de indice |
| R143 | L293 | 10 | entrada de indice: Chiefs in Charge, 57, 60, 120, 139, 149, 152-53, 203 | RESIDUO: entrada de indice |
| R144 | L295 | 6 | entrada de indice: clarity, 49-50, 161-62, 205, 206-7, 213 | RESIDUO: entrada de indice |
| R145 | L297 | 9 | entrada de indice: and beginning with the end in mind, 193, 207 | RESIDUO: entrada de indice |
| R146 | L299 | 3 | entrada de indice: caring and, 172 | RESIDUO: entrada de indice |
| R147 | L301 | 5 | entrada de indice: decision making and, 182-83, 207 | RESIDUO: entrada de indice |
| R148 | L303 | 3 | entrada de indice: excellence and, 206 | RESIDUO: entrada de indice |
| R149 | L305 | 3 | entrada de indice: goals and, 159 | RESIDUO: entrada de indice |
| R150 | L307 | 4 | entrada de indice: legacy and, 176, 206 | RESIDUO: entrada de indice |
| R151 | L309 | 4 | entrada de indice: obedience and, 200, 207 | RESIDUO: entrada de indice |
| R152 | L311 | 2 | entrada de indice: organizational, 193 | RESIDUO: entrada de indice |
| R153 | L313 | 5 | entrada de indice: questioning attitude and, 200, 207 | RESIDUO: entrada de indice |
| R154 | L315 | 7 | entrada de indice: and recognition of desired behaviors, 187, 207 | RESIDUO: entrada de indice |
| R155 | L317 | 4 | entrada de indice: trust and, 172, 206 | RESIDUO: entrada de indice |
| R156 | L319 | 3 | entrada de indice: Coast Guard, 71 | RESIDUO: entrada de indice |
| R157 | L321 | 3 | entrada de indice: Collins, Jim, 56 | RESIDUO: entrada de indice |
| R158 | L323 | 2 | entrada de indice: combat, 130 | RESIDUO: entrada de indice |
| R159 | L325 | 4 | entrada de indice: Command Leadership School, 178-79 | RESIDUO: entrada de indice |
| R160 | L327 | 3 | entrada de indice: commitment, 17-21, 180 | RESIDUO: entrada de indice |
| R161 | L329 | 4 | entrada de indice: communication, informal, 102-4, 106 | RESIDUO: entrada de indice |
| R162 | L331 | 9 | entrada de indice: competence, 27, 49-50, 115, 129, 161, 205, 206, 213 | RESIDUO: entrada de indice |
| R163 | L333 | 4 | entrada de indice: certification and, 140, 206 | RESIDUO: entrada de indice |
| R164 | L335 | 4 | entrada de indice: control and, 126, 132-33 | RESIDUO: entrada de indice |
| R165 | L337 | 8 | entrada de indice: deliberate action and, 115, 119-21, 122-25, 126, 206 | RESIDUO: entrada de indice |
| R166 | L339 | 4 | entrada de indice: goals and, 159, 206 | RESIDUO: entrada de indice |
| R167 | L341 | 5 | entrada de indice: learning and, 131, 133, 206 | RESIDUO: entrada de indice |
| R168 | L343 | 3 | entrada de indice: proof of, 63-64 | RESIDUO: entrada de indice |
| R169 | L345 | 6 | entrada de indice: and repeating the message, 149, 206 | RESIDUO: entrada de indice |
| R170 | L347 | 4 | entrada de indice: and specifying goals, 159 | RESIDUO: entrada de indice |
| R171 | L349 | 3 | entrada de indice: training and, 132 | RESIDUO: entrada de indice |
| R172 | L351 | 2 | entrada de indice: competition, 186-87 | RESIDUO: entrada de indice |
| R173 | L353 | 2 | entrada de indice: confirmation, xix-xx | RESIDUO: entrada de indice |
| R174 | L355 | 5 | entrada de indice: Constellation Battle Group, 18, 135 | RESIDUO: entrada de indice |
| R175 | L357 | 4 | entrada de indice: Constitution, U.S., 45, 130 | RESIDUO: entrada de indice |
| R176 | L359 | 3 | entrada de indice: continuous improvement, 180 | RESIDUO: entrada de indice |
| R177 | L361 | 10 | entrada de indice: control, xxi, xxx, 21, 49-50, 85, 205, 206, 213, 216 | RESIDUO: entrada de indice |
| R178 | L363 | 11 | entrada de indice: acting your way to new thinking as mechanism of, 65-68, 206 | RESIDUO: entrada de indice |
| R179 | L365 | 4 | entrada de indice: competence and, 126, 132-33 | RESIDUO: entrada de indice |
| R180 | L367 | 6 | entrada de indice: and “embrace the inspectors,” 111-12, 206 | RESIDUO: entrada de indice |
| R181 | L369 | 3 | entrada de indice: exercise for, 58-59 | RESIDUO: entrada de indice |
| R182 | L371 | 6 | entrada de indice: genetic code for, 49, 55-60, 206 | RESIDUO: entrada de indice |
| R183 | L373 | 14 | entrada de indice: and “I intend to . . . ,” 81-82, 83-84, 85, 105, 108, 206 | RESIDUO: entrada de indice |
| R184 | L375 | 9 | entrada de indice: and resisting the urge to provide solutions, 91-92, 206 | RESIDUO: entrada de indice |
| R185 | L377 | 6 | entrada de indice: short, early conversations and, 75-76, 206 | RESIDUO: entrada de indice |
| R186 | L379 | 6 | entrada de indice: and thinking out loud, 105-6, 206 | RESIDUO: entrada de indice |
| R187 | L381 | 5 | entrada de indice: conversations, short, early, 75-76, 206 | RESIDUO: entrada de indice |
| R188 | L383 | 2 | entrada de indice: cooperation, 187 | RESIDUO: entrada de indice |
| R189 | L385 | 3 | entrada de indice: Costa Concordia, 200 | RESIDUO: entrada de indice |
| R190 | L387 | 2 | entrada de indice: costs, 68 | RESIDUO: entrada de indice |
| R191 | L389 | 2 | entrada de indice: courage, 180 | RESIDUO: entrada de indice |
| R192 | L391 | 12 | entrada de indice: Covey, Stephen, v, xvii, xxii, 82, 83, 190n, 192, 201-2, 203-4, 208 | RESIDUO: entrada de indice |
| R193 | L393 | 4 | entrada de indice: creativity, xxiii, 99, 206 | RESIDUO: entrada de indice |
| R194 | L395 | 3 | entrada de indice: creeds, 129-30, 134 | RESIDUO: entrada de indice |
| R195 | L397 | 2 | entrada de indice: crises, 152-60 | RESIDUO: entrada de indice |
| R196 | L399 | 3 | entrada de indice: cruise lines, 123 | RESIDUO: entrada de indice |
| R197 | L401 | 4 | entrada de indice: cult of personality, 21 | RESIDUO: entrada de indice |
| R198 | L403 | 2 | entrada de indice: culture, 62-68 | RESIDUO: entrada de indice |
| R199 | L405 | 2 | entrada de indice: curiosity, 22 | RESIDUO: entrada de indice |
| R200 | L407 | 5 | entrada de indice: daily intentions message (DIM), 210 | RESIDUO: entrada de indice |
| R201 | L409 | 4 | entrada de indice: damage control central, 156-57 | RESIDUO: entrada de indice |
| R202 | L411 | 3 | entrada de indice: decision making, xix-xx | RESIDUO: entrada de indice |
| R203 | L413 | 5 | entrada de indice: chain of command and, 161 | RESIDUO: entrada de indice |
| R204 | L415 | 4 | entrada de indice: clarity and, 182-83, 207 | RESIDUO: entrada de indice |
| R205 | L417 | 5 | entrada de indice: guiding principles for, 162, 178-83 | RESIDUO: entrada de indice |
| R206 | L419 | 4 | entrada de indice: on Santa Fe, 51-61 | RESIDUO: entrada de indice |
| R207 | L421 | 4 | entrada de indice: on short notice, 92-93 | RESIDUO: entrada de indice |
| R208 | L423 | 4 | entrada de indice: Defense Department, U.S., 177 | RESIDUO: entrada de indice |
| R209 | L425 | 4 | entrada de indice: delegations, 41, 58, 61 | RESIDUO: entrada de indice |
| R210 | L427 | 2 | entrada de indice: stewardship, 181 | RESIDUO: entrada de indice |
| **el cuerpo entero** | **L9 a L427** | **2640** | **suma de las piezas: 2640** | **residuo sin asignar: 0** |

    piezas: 210   lineas solapadas: 0   cuerpo 2640   suma 2640   residuo 0   lineas con palabras sin cubrir: 0
