cap_03	elegir_inspeccion_barrera_monitorizacion	P7	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P8	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P9	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P10	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P11	TRANSCRIPCION	L141
cap_03	elegir_inspeccion_barrera_monitorizacion	P12	TRANSCRIPCION	L141
cap_03	representar_actividad_caja_negra_ventanas	P1	TRANSCRIPCION	L73
cap_03	representar_actividad_caja_negra_ventanas	P2	TRANSCRIPCION	L73 L77
cap_03	representar_actividad_caja_negra_ventanas	P3	TRANSCRIPCION	L73 L77
cap_03	representar_actividad_caja_negra_ventanas	P4	TRANSCRIPCION	L73
cap_03	representar_actividad_caja_negra_ventanas	P5	TRANSCRIPCION	L73
cap_03	representar_actividad_caja_negra_ventanas	P6	TRANSCRIPCION	L73
cap_03	representar_actividad_caja_negra_ventanas	P7	TRANSCRIPCION	L73
cap_03	representar_actividad_caja_negra_ventanas	P8	TRANSCRIPCION	L77
cap_03	representar_actividad_caja_negra_ventanas	P9	TRANSCRIPCION	L77
cap_03	simplificar_trabajo_reducir_numero_pasos	P1	TRANSCRIPCION	L169
cap_03	simplificar_trabajo_reducir_numero_pasos	P2	TRANSCRIPCION	L169
cap_03	simplificar_trabajo_reducir_numero_pasos	P3	TRANSCRIPCION	L169
cap_03	simplificar_trabajo_reducir_numero_pasos	P4	TRANSCRIPCION	L169
cap_03	simplificar_trabajo_reducir_numero_pasos	P5	TRANSCRIPCION	L171
cap_03	simplificar_trabajo_reducir_numero_pasos	P6	TRANSCRIPCION	L171
cap_03	simplificar_trabajo_reducir_numero_pasos	P7	TRANSCRIPCION	L171
cap_03	variar_frecuencia_inspeccion_nivel_calidad	P1	TRANSCRIPCION	L143
cap_03	variar_frecuencia_inspeccion_nivel_calidad	P2	TRANSCRIPCION	L143
cap_03	variar_frecuencia_inspeccion_nivel_calidad	P3	TRANSCRIPCION	L143
cap_03	variar_frecuencia_inspeccion_nivel_calidad	P4	TRANSCRIPCION	L143
cap_03	variar_frecuencia_inspeccion_nivel_calidad	P5	TRANSCRIPCION	L143
cap_03	variar_frecuencia_inspeccion_nivel_calidad	P6	TRANSCRIPCION	L143
